"continent","education_of_employee","has_job_experience","requires_job_training","no_of_employees","region_of_employment","prevailing_wage","unit_of_wage","full_time_position","company_age","y_train"
"Asia","Bachelor's","N","N",770,"West",92085.69,"Year","Y",12,"1"
"Asia","High School","Y","N",1676,"South",104652.75,"Year","Y",23,"1"
"Asia","Master's","Y","N",2175,"West",640.3602,"Hour","Y",40,"1"
"North America","Bachelor's","N","N",2142,"West",68351.99,"Year","Y",24,"1"
"Europe","Bachelor's","N","N",3797,"West",48903.81,"Year","Y",35,"1"
"Asia","Master's","N","N",291,"South",56585.82,"Year","Y",47,"1"
"Asia","Master's","Y","N",1981,"Northeast",73159.33,"Year","Y",17,"1"
"Africa","Doctorate","N","N",3039,"West",22543.98,"Year","Y",60,"1"
"South America","Doctorate","Y","N",1292,"West",37356.97,"Year","Y",43,"1"
"Asia","Bachelor's","Y","N",1219,"South",11963.17,"Year","Y",11,"1"
"South America","Bachelor's","Y","N",3960,"West",101258.78,"Year","Y",15,"1"
"Asia","Bachelor's","Y","N",2158,"Midwest",93059.03,"Year","Y",28,"1"
"Asia","Master's","N","Y",1308,"South",90203.77,"Year","Y",31,"1"
"North America","Bachelor's","Y","N",940,"Northeast",76282.99,"Year","Y",56,"1"
"Asia","High School","Y","N",926,"West",72128.36,"Year","Y",32,"1"
"Asia","Bachelor's","Y","N",5426,"Northeast",72149.04,"Year","Y",70,"1"
"Asia","Bachelor's","N","N",2548,"Northeast",19400.7,"Year","Y",17,"1"
"Asia","Master's","N","N",21155,"Northeast",138.76,"Hour","Y",27,"1"
"North America","High School","N","N",2812,"Northeast",54639.49,"Year","Y",47,"1"
"Asia","Bachelor's","N","Y",7453,"West",67132.3,"Year","N",14,"1"
"Asia","Bachelor's","N","N",2785,"Midwest",20116.9,"Year","Y",42,"1"
"Asia","Bachelor's","Y","N",3063,"South",851.4694,"Hour","Y",137,"1"
"Asia","High School","Y","N",1189,"Northeast",508.8883,"Hour","Y",25,"1"
"Asia","Bachelor's","Y","N",221303,"West",27920.24,"Year","Y",29,"1"
"Asia","Bachelor's","N","N",3733,"South",173.5091,"Hour","Y",38,"1"
"Asia","Bachelor's","Y","N",3030,"Midwest",135106.84,"Year","Y",157,"1"
"Asia","High School","Y","Y",1495,"South",77174.16,"Year","N",79,"1"
"Asia","Master's","N","Y",156,"South",122622.08,"Year","Y",29,"1"
"Asia","Bachelor's","N","N",4926,"South",41642.75,"Year","Y",16,"1"
"Asia","Bachelor's","Y","N",2923,"South",120807.43,"Year","Y",28,"1"
"Asia","High School","Y","N",2961,"South",32740.83,"Year","Y",31,"1"
"Asia","Bachelor's","Y","Y",868,"South",39140.91,"Year","Y",29,"1"
"Asia","Master's","N","N",2002,"Northeast",170251.95,"Year","Y",37,"1"
"Africa","Master's","N","N",2650,"South",91790.23,"Year","Y",36,"1"
"North America","Master's","N","N",5069,"Midwest",59368,"Year","N",26,"1"
"Asia","Bachelor's","N","N",1263,"South",91209.93,"Year","Y",76,"1"
"Asia","Bachelor's","Y","N",397,"West",70115.93,"Year","Y",11,"1"
"South America","Master's","Y","N",2931,"West",85595.5,"Year","N",20,"1"
"Asia","Master's","N","Y",2932,"West",106017.36,"Year","Y",26,"1"
"Europe","Bachelor's","Y","N",2848,"West",74.3597,"Hour","Y",29,"1"
"Asia","High School","N","N",891,"Midwest",49277.5,"Year","Y",223,"1"
"Asia","Master's","N","N",1387,"Northeast",106403.95,"Year","Y",43,"1"
"Asia","Bachelor's","Y","N",3671,"South",71406.26,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",2961,"West",7034.14,"Year","Y",39,"1"
"Asia","Bachelor's","N","N",4231,"South",955.657,"Hour","Y",130,"1"
"Asia","Bachelor's","N","N",736,"West",26736.82,"Year","Y",12,"1"
"North America","Bachelor's","N","N",3783,"South",463.4244,"Hour","Y",75,"1"
"Europe","High School","Y","N",800,"Northeast",45383.6,"Year","Y",25,"1"
"South America","Master's","N","N",3389,"Midwest",240922.83,"Year","Y",186,"1"
"Asia","Master's","Y","N",831,"West",66198.59,"Year","Y",25,"1"
"South America","High School","N","N",2265,"Northeast",94661.15,"Year","Y",24,"1"
"Asia","High School","N","N",4294,"Midwest",196430.88,"Year","Y",17,"1"
"Asia","Bachelor's","Y","N",55,"South",61557.25,"Month","Y",26,"1"
"Europe","Bachelor's","Y","N",128,"Northeast",309.3313,"Hour","Y",39,"1"
"Asia","Bachelor's","Y","N",80749,"Island",102084.12,"Year","N",13,"1"
"Asia","Bachelor's","Y","N",2765,"Northeast",138123.08,"Year","Y",35,"1"
"Asia","Bachelor's","N","N",3397,"Northeast",49303.9,"Year","Y",24,"1"
"Asia","Bachelor's","N","N",543,"Northeast",88883.53,"Year","Y",207,"1"
"Asia","High School","Y","N",4032,"South",115969.51,"Year","Y",17,"1"
"Europe","Master's","Y","Y",3319,"Northeast",71392.67,"Year","Y",20,"1"
"Asia","Bachelor's","Y","N",464,"West",367.9114,"Hour","Y",186,"1"
"Asia","High School","Y","N",2184,"Northeast",129562.3,"Year","Y",20,"1"
"Asia","Master's","N","N",1392,"West",57734.52,"Year","N",149,"1"
"Asia","High School","Y","N",553,"Northeast",549.5585,"Hour","Y",27,"1"
"Europe","High School","N","N",566,"South",436.5722,"Hour","Y",30,"1"
"Asia","Bachelor's","Y","N",4106,"Midwest",72082.38,"Year","Y",21,"1"
"Asia","Bachelor's","N","N",1858,"South",803.8014,"Hour","Y",174,"1"
"North America","Master's","N","N",627,"Northeast",94618.77,"Year","Y",30,"1"
"Asia","High School","Y","N",5512,"Northeast",92421.92,"Year","Y",23,"1"
"Asia","Bachelor's","N","N",619,"Island",136875.33,"Year","Y",47,"1"
"North America","Bachelor's","N","N",1428,"West",110849.45,"Year","Y",26,"1"
"North America","Bachelor's","N","N",929,"South",612.305,"Hour","Y",193,"1"
"Africa","Bachelor's","Y","N",110,"Midwest",24749.28,"Year","Y",42,"1"
"Asia","Bachelor's","N","N",2867,"Northeast",42958.3,"Year","Y",49,"1"
"North America","Master's","N","N",3796,"Island",92235.04,"Year","N",62,"1"
"Asia","Bachelor's","Y","N",989,"Northeast",30017.12,"Week","Y",117,"1"
"Europe","Bachelor's","N","N",1842,"South",100404.5,"Year","Y",164,"1"
"Africa","High School","Y","N",3308,"Midwest",93212.17,"Year","Y",33,"1"
"Asia","Bachelor's","Y","N",501,"Northeast",132232.88,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",1293,"Northeast",85453.5,"Year","Y",26,"1"
"Asia","Bachelor's","N","N",4478,"Northeast",49071.8,"Year","Y",27,"1"
"Europe","Master's","Y","N",88,"West",37837.28,"Year","Y",35,"1"
"Asia","Master's","N","N",5040,"South",45422.51,"Year","N",19,"1"
"Asia","Doctorate","N","N",884,"Northeast",64854.47,"Year","Y",55,"1"
"Europe","Bachelor's","N","N",2258,"West",152041.11,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",3796,"Midwest",54608.13,"Year","Y",33,"1"
"Asia","Bachelor's","Y","N",790,"South",161389.28,"Year","Y",84,"1"
"Asia","High School","Y","Y",483,"South",57757.57,"Year","Y",28,"1"
"Asia","Bachelor's","N","N",2853,"Northeast",396.932,"Hour","Y",40,"1"
"Asia","Bachelor's","N","N",12004,"West",28289.99,"Year","Y",38,"1"
"Asia","Doctorate","N","N",1734,"South",12559.26,"Year","Y",62,"1"
"Africa","Bachelor's","Y","N",4129,"Midwest",122006.72,"Year","Y",17,"1"
"North America","Master's","Y","N",4347,"West",55989.7,"Year","Y",18,"1"
"Asia","Bachelor's","N","N",3748,"Northeast",164090.71,"Year","Y",24,"1"
"Asia","High School","Y","N",13008,"West",76080.63,"Year","Y",23,"1"
"Asia","Master's","N","N",4222,"Northeast",128158.37,"Year","Y",15,"1"
"Asia","Bachelor's","N","N",2821,"Northeast",31166.4,"Year","N",148,"1"
"Asia","High School","N","Y",1916,"West",115287.21,"Year","Y",20,"1"
"Asia","Bachelor's","N","N",4220,"West",140652.85,"Year","Y",17,"1"
"Asia","High School","N","N",473,"Midwest",32369.56,"Year","Y",45,"1"
"North America","Bachelor's","Y","N",2569,"South",110461.17,"Year","Y",32,"1"
"Asia","High School","Y","N",1882,"South",987.2659,"Hour","Y",56,"1"
"North America","Master's","N","N",1265,"South",645.7499,"Hour","Y",26,"1"
"South America","Bachelor's","N","N",3285,"West",2530.09,"Year","Y",27,"1"
"Asia","Master's","N","N",3616,"West",61904.89,"Year","Y",16,"1"
"Asia","High School","Y","N",674,"South",149698.04,"Year","Y",22,"1"
"Asia","Bachelor's","N","Y",1306,"Midwest",71893.49,"Year","Y",72,"1"
"Asia","Bachelor's","N","N",3534,"West",120174.36,"Year","Y",14,"1"
"Europe","Doctorate","N","N",1280,"South",59345.66,"Year","Y",139,"1"
"Asia","Bachelor's","N","Y",3435,"Midwest",84917.76,"Year","Y",181,"1"
"Asia","Bachelor's","N","N",298,"Northeast",28188.27,"Week","Y",62,"1"
"Asia","Master's","N","N",4867,"Island",38751.66,"Year","Y",10,"1"
"Asia","Master's","N","N",2440,"Midwest",185892.89,"Year","Y",25,"1"
"South America","Bachelor's","N","N",419,"Northeast",109177.95,"Year","Y",35,"1"
"Asia","High School","N","N",3296,"West",206170.34,"Year","Y",135,"1"
"Asia","High School","N","Y",104262,"Midwest",53026.38,"Year","Y",171,"1"
"Asia","Master's","Y","N",4225,"Northeast",128093.42,"Year","N",35,"1"
"Asia","Bachelor's","Y","N",5652,"Northeast",4903.7,"Year","Y",139,"1"
"Asia","High School","Y","N",3858,"Northeast",88698.91,"Year","Y",17,"1"
"Asia","Bachelor's","N","N",1316,"South",62844.97,"Year","Y",17,"1"
"Asia","Master's","N","N",2693,"West",102168.2,"Year","Y",18,"1"
"Europe","High School","N","N",2557,"South",108239.95,"Year","Y",25,"1"
"Asia","Bachelor's","Y","N",57,"Northeast",66857.55,"Year","Y",29,"1"
"Europe","Master's","N","N",2326,"West",228941.33,"Year","Y",36,"1"
"Asia","Master's","N","N",766,"Northeast",203.4146,"Hour","Y",21,"1"
"Europe","Bachelor's","Y","N",4746,"West",209993.78,"Year","Y",44,"1"
"Asia","High School","Y","N",2907,"Midwest",171229.26,"Year","Y",18,"1"
"Asia","Master's","Y","N",3131,"South",904.5946,"Hour","Y",13,"1"
"Asia","High School","N","N",4193,"South",65971.09,"Year","Y",45,"1"
"Asia","Master's","N","N",1904,"Northeast",999.9195,"Hour","Y",34,"1"
"North America","Bachelor's","N","N",1306,"Midwest",76216.95,"Year","Y",152,"1"
"Asia","Master's","N","N",423,"South",560.816,"Hour","Y",11,"1"
"North America","Master's","N","N",1265,"South",645.7499,"Hour","Y",26,"1"
"Europe","Bachelor's","Y","N",348,"South",401.478,"Hour","Y",152,"1"
"North America","Bachelor's","N","N",381,"South",105.08,"Hour","Y",27,"1"
"Asia","Bachelor's","N","N",2025,"Northeast",34288.35,"Year","Y",48,"1"
"South America","High School","N","N",337,"South",145.1134,"Hour","Y",135,"1"
"Asia","High School","Y","N",651,"Northeast",135798.49,"Year","Y",133,"1"
"North America","High School","N","N",3512,"South",697.5118,"Hour","Y",15,"1"
"Asia","High School","Y","N",4092,"West",40663.98,"Year","Y",27,"1"
"Asia","Bachelor's","Y","N",1895,"South",53889.99,"Year","Y",17,"1"
"Asia","High School","Y","N",553,"Northeast",549.5585,"Hour","Y",27,"1"
"Asia","Doctorate","Y","N",5630,"West",13819.35,"Year","Y",35,"1"
"Asia","Master's","N","N",3896,"Midwest",133619.95,"Year","Y",85,"1"
"Europe","Bachelor's","Y","Y",427,"Northeast",81287.52,"Year","Y",39,"1"
"North America","Master's","Y","N",248,"Northeast",233.9425,"Hour","Y",30,"1"
"Asia","Bachelor's","N","N",63,"Northeast",91605.32,"Year","Y",48,"1"
"Asia","Master's","N","N",1521,"Midwest",120891.58,"Year","Y",24,"1"
"Asia","High School","Y","N",2000,"South",86692.85,"Year","N",90,"1"
"Asia","Bachelor's","N","N",3387,"South",33370.51,"Year","Y",33,"1"
"Asia","High School","Y","N",2102,"Midwest",117239.43,"Year","Y",127,"1"
"Asia","Bachelor's","N","N",1334,"Northeast",39572.09,"Year","Y",23,"1"
"Asia","High School","N","N",305,"Northeast",138553.53,"Year","Y",16,"1"
"Asia","Master's","N","N",2100,"West",21867.98,"Year","Y",24,"1"
"North America","Bachelor's","N","N",573,"Northeast",123.0441,"Hour","Y",29,"1"
"Asia","High School","Y","N",1908,"West",45240.97,"Year","Y",25,"1"
"Asia","Bachelor's","N","N",237,"Northeast",83780.23,"Year","Y",8,"1"
"Europe","High School","Y","N",16,"Northeast",42227.84,"Year","Y",16,"1"
"Asia","Master's","N","N",3247,"Northeast",46568.56,"Year","Y",143,"1"
"Asia","Bachelor's","N","N",1359,"Northeast",102.7,"Hour","Y",23,"1"
"Asia","Bachelor's","Y","N",898,"Midwest",121745.24,"Year","Y",53,"1"
"Asia","Master's","N","N",1484,"Northeast",35691.77,"Year","Y",86,"1"
"Asia","Bachelor's","Y","N",1358,"Northeast",146403.6,"Year","Y",38,"1"
"Africa","Master's","N","N",5384,"West",42388.5,"Year","Y",37,"1"
"Europe","Bachelor's","Y","N",29736,"South",5238.4,"Year","Y",14,"1"
"Oceania","High School","N","N",1497,"Northeast",132930.51,"Year","Y",31,"1"
"Asia","High School","Y","N",753,"Midwest",123102.04,"Year","Y",32,"1"
"Asia","Bachelor's","Y","N",345,"South",86229.4,"Year","Y",20,"1"
"Asia","Bachelor's","Y","N",128236,"South",86421.64,"Year","Y",21,"1"
"South America","Bachelor's","Y","N",461,"South",187.0879,"Hour","Y",56,"1"
"Asia","Bachelor's","N","N",257,"South",70578.45,"Year","Y",27,"1"
"Asia","High School","Y","N",5453,"Northeast",106098.65,"Year","Y",19,"1"
"Asia","Master's","N","N",551,"South",125.76,"Hour","Y",89,"1"
"South America","Bachelor's","N","Y",114,"Northeast",92586.31,"Year","Y",20,"1"
"Asia","Bachelor's","Y","N",2791,"West",129627.45,"Year","Y",57,"1"
"Asia","Bachelor's","Y","N",38,"Northeast",488.1947,"Hour","Y",21,"1"
"Asia","Bachelor's","Y","N",3767,"West",122380.57,"Year","Y",17,"1"
"Asia","High School","Y","N",2353,"West",135437.65,"Year","Y",129,"1"
"Europe","High School","Y","N",1016,"West",3405.75,"Year","Y",20,"1"
"Europe","Bachelor's","N","N",935,"Northeast",343.0688,"Hour","Y",38,"1"
"Asia","Master's","Y","N",3876,"Northeast",74055.47,"Year","Y",43,"1"
"Asia","Master's","N","N",48897,"Midwest",63837.94,"Year","Y",19,"1"
"Africa","Bachelor's","Y","N",2275,"South",101589.55,"Year","Y",78,"1"
"Asia","Master's","N","N",1336,"Midwest",143145.26,"Year","Y",56,"1"
"Europe","Bachelor's","N","N",301,"South",748.9347,"Hour","Y",18,"1"
"Asia","Bachelor's","N","N",1282,"Northeast",9581.59,"Year","Y",43,"1"
"North America","Master's","N","N",2124,"Northeast",102.97,"Hour","Y",16,"1"
"Europe","Bachelor's","Y","N",4711,"West",47353.13,"Year","Y",17,"1"
"Oceania","Bachelor's","N","N",1151,"Northeast",127671.84,"Year","Y",148,"1"
"Asia","Bachelor's","N","N",25193,"Northeast",105964.61,"Year","Y",17,"1"
"Europe","Master's","N","N",1971,"West",22535.5,"Year","Y",17,"1"
"Asia","Master's","Y","N",4411,"West",119900.6,"Year","Y",29,"1"
"Asia","High School","Y","N",445,"West",54913.07,"Year","Y",63,"1"
"Europe","Doctorate","Y","N",1976,"West",147177.42,"Year","Y",19,"1"
"Asia","Master's","Y","N",221,"South",82523.91,"Year","N",143,"1"
"Asia","High School","Y","N",3453,"Northeast",10804.93,"Year","Y",31,"1"
"Asia","Master's","N","N",21155,"Northeast",138.76,"Hour","Y",27,"1"
"Europe","Bachelor's","Y","N",2473,"West",2957.58,"Year","Y",52,"1"
"Asia","High School","N","N",3348,"West",73155.88,"Year","Y",27,"1"
"Asia","High School","Y","N",267864,"South",143295.11,"Year","Y",78,"1"
"Africa","Bachelor's","Y","N",2275,"South",101589.55,"Year","Y",78,"1"
"Asia","High School","Y","N",339,"South",107294.64,"Year","Y",20,"1"
"Asia","Bachelor's","N","N",1086,"West",156968.64,"Year","N",91,"1"
"Asia","Master's","N","N",1341,"South",128985.38,"Year","Y",27,"1"
"Asia","Bachelor's","N","N",2864,"Northeast",11877.31,"Year","Y",21,"1"
"North America","Master's","Y","N",2527,"South",99330.82,"Year","N",22,"1"
"Europe","Bachelor's","Y","Y",3328,"Northeast",63455.68,"Year","Y",46,"1"
"Asia","Master's","N","N",2609,"South",99821.06,"Year","Y",29,"1"
"Asia","Bachelor's","N","N",1871,"West",150542.63,"Year","Y",43,"1"
"Asia","Master's","Y","N",80,"West",131.88,"Hour","Y",51,"1"
"Asia","Bachelor's","N","N",2334,"Midwest",65561.76,"Year","N",56,"1"
"North America","Bachelor's","N","N",1923,"Northeast",21688.56,"Year","Y",19,"1"
"Asia","High School","N","N",152,"Northeast",79396.67,"Year","N",108,"1"
"Asia","High School","N","N",1048,"Midwest",114298.11,"Year","Y",19,"1"
"Asia","High School","Y","N",4316,"South",49064.32,"Year","Y",40,"1"
"Asia","Master's","N","N",834,"Northeast",3.3188,"Hour","Y",47,"1"
"Asia","Master's","N","N",2835,"West",24113.33,"Year","Y",19,"1"
"Asia","Bachelor's","N","N",342,"West",847.814,"Hour","Y",29,"1"
"North America","Master's","N","N",3789,"South",38096.35,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",3428,"Northeast",50569.89,"Year","Y",31,"1"
"Asia","Master's","N","N",4904,"South",75269.83,"Year","N",27,"1"
"Asia","Bachelor's","N","N",2945,"Northeast",185.2334,"Hour","Y",38,"1"
"South America","Bachelor's","N","N",109,"West",649.6394,"Hour","Y",45,"1"
"Asia","Bachelor's","Y","N",2540,"Northeast",784.9041,"Hour","Y",22,"1"
"Asia","Master's","N","N",1802,"Northeast",84286.71,"Year","N",8,"1"
"Asia","Master's","N","N",1880,"Northeast",111556.24,"Year","Y",55,"1"
"Asia","Bachelor's","N","Y",4456,"West",75026,"Year","Y",12,"1"
"Asia","High School","Y","N",2449,"South",31515.15,"Year","Y",125,"1"
"Asia","Bachelor's","N","N",1837,"Northeast",28893.47,"Year","Y",54,"1"
"Asia","Bachelor's","Y","N",3206,"Northeast",56992.74,"Year","Y",30,"1"
"Asia","High School","Y","N",2567,"West",46822.65,"Year","Y",113,"1"
"Asia","Master's","N","N",726,"South",111084.42,"Year","Y",171,"1"
"Asia","High School","Y","N",3182,"Northeast",33636.75,"Year","Y",84,"1"
"Asia","High School","Y","N",2737,"Midwest",5327.35,"Year","Y",24,"1"
"Europe","Master's","N","N",4030,"Midwest",135074.79,"Year","N",207,"1"
"Asia","Bachelor's","N","N",2067,"South",760.2486,"Hour","Y",66,"1"
"North America","Bachelor's","N","N",2286,"Northeast",370.3349,"Hour","Y",17,"1"
"Asia","Bachelor's","Y","N",50,"South",63485.6,"Year","Y",26,"1"
"North America","Master's","N","N",232,"South",95220.83,"Year","Y",40,"1"
"Asia","High School","Y","N",1009,"Midwest",141895.49,"Year","Y",28,"1"
"Asia","Master's","N","N",5040,"South",45422.51,"Year","N",19,"1"
"Asia","Master's","Y","N",4988,"Midwest",79609.23,"Year","N",20,"1"
"Asia","Master's","N","Y",1792,"Northeast",143437.65,"Year","Y",26,"1"
"Asia","Bachelor's","Y","N",238,"Northeast",12599.57,"Year","Y",20,"1"
"Asia","High School","Y","N",1762,"Midwest",130513.76,"Year","Y",25,"1"
"Asia","Master's","Y","N",2196,"West",72204.46,"Year","Y",27,"1"
"Africa","Bachelor's","N","N",4209,"Midwest",65991.56,"Year","Y",26,"1"
"Asia","Bachelor's","N","N",376,"Northeast",22849.73,"Year","Y",50,"1"
"Asia","Bachelor's","N","N",1283,"Northeast",89083.79,"Year","Y",13,"1"
"Europe","Doctorate","N","Y",2038,"West",24410.39,"Year","Y",18,"1"
"Asia","High School","Y","N",1058,"South",88745.16,"Year","N",130,"1"
"Asia","Bachelor's","Y","N",2397,"Northeast",15272.48,"Year","Y",16,"1"
"Asia","Bachelor's","N","N",2408,"Northeast",72749.02,"Year","N",151,"1"
"Asia","High School","Y","N",1599,"Northeast",108609.31,"Year","Y",40,"1"
"North America","Bachelor's","Y","N",845,"Northeast",171.63,"Hour","Y",34,"1"
"Asia","Bachelor's","N","N",98,"West",83434.03,"Year","Y",127,"1"
"Europe","High School","Y","N",868,"West",19219.93,"Year","Y",19,"1"
"Asia","Bachelor's","Y","N",92,"Northeast",151.2522,"Hour","Y",186,"1"
"Asia","Bachelor's","N","N",1592,"Midwest",103153.92,"Year","Y",25,"1"
"Europe","High School","N","N",791,"Northeast",130.69,"Hour","Y",46,"1"
"Europe","Master's","N","N",4202,"Northeast",140820.67,"Year","N",29,"1"
"Asia","High School","Y","N",543,"South",63123.78,"Year","Y",44,"1"
"South America","Bachelor's","N","N",2093,"South",419.7764,"Hour","Y",15,"1"
"Asia","Master's","N","N",690,"West",158510.24,"Year","Y",34,"1"
"Asia","Bachelor's","N","N",1030,"South",392.8745,"Hour","Y",40,"1"
"Asia","Bachelor's","N","N",105,"Northeast",4855.35,"Year","Y",42,"1"
"Asia","Doctorate","N","N",962,"West",135700.68,"Year","Y",31,"1"
"Asia","Master's","N","N",4727,"Northeast",7777.55,"Year","Y",190,"1"
"North America","Master's","N","N",744,"Northeast",50739.02,"Year","Y",26,"1"
"North America","Bachelor's","Y","N",3062,"West",88731.14,"Year","Y",23,"1"
"Asia","Master's","Y","N",4764,"South",43695.85,"Year","N",48,"1"
"North America","Bachelor's","Y","N",1383,"West",60184.48,"Year","Y",50,"1"
"Asia","Master's","N","N",4462,"Midwest",143328.88,"Year","Y",24,"1"
"Asia","Master's","N","N",3472,"South",440.757,"Hour","Y",20,"1"
"North America","Master's","Y","N",439,"Northeast",71559.96,"Week","Y",47,"1"
"Europe","High School","N","Y",430,"Northeast",35785.02,"Year","Y",13,"1"
"North America","Master's","N","N",262246,"West",450.9764,"Hour","Y",26,"1"
"Asia","High School","N","N",1336,"West",93153.75,"Year","Y",20,"1"
"Asia","Bachelor's","N","N",3667,"Northeast",527.8901,"Hour","Y",54,"1"
"North America","Bachelor's","Y","N",2259,"South",24481.12,"Year","Y",23,"1"
"Asia","Master's","N","Y",2830,"South",76024.35,"Year","Y",19,"1"
"Asia","High School","N","N",14010,"Midwest",148147.48,"Year","Y",30,"1"
"Asia","Master's","N","N",2087,"West",84860.33,"Year","Y",47,"1"
"Asia","Bachelor's","N","N",3448,"Northeast",142144.11,"Year","Y",17,"1"
